"gene","hgnc_symbol","n_disorders","disorders","degree","weighted_degree"
"ENSG00000197530","MIB2",2,"ASD;MDD",4478,5520
"ENSG00000197535","MYO5A",2,"ADHD;OCD",2281,2437
"ENSG00000197555","SIPA1L1",2,"BD;MDD",4639,6215
"ENSG00000197562","RAB40C",2,"ADHD;MDD",4310,5200
"ENSG00000197614","MFAP5",2,"MDD;OCD",4488,5405
"ENSG00000197619","ZNF615",2,"MDD;OCD",4488,5405
"ENSG00000197629","MPEG1",2,"BD;SZ",2876,3528
"ENSG00000197635","DPP4",2,"ADHD;MDD",4310,5200
"ENSG00000197647","ZNF433",3,"BD;OCD;SZ",3682,4849
"ENSG00000197747","S100A10",2,"ADHD;ASD",2382,2552
"ENSG00000197756","RPL37A",2,"BD;MDD",4639,6215
"ENSG00000197780","TAF13",2,"BD;SZ",2876,3528
"ENSG00000197782","ZNF780A",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000197785","ATAD3A",2,"ADHD;MDD",4310,5200
"ENSG00000197808","ZNF461",3,"BD;MDD;SZ",4810,7612
"ENSG00000197841","ZNF181",2,"ADHD;MDD",4310,5200
"ENSG00000197852","INKA2",3,"ASD;BD;MDD",4878,7651
"ENSG00000197859","ADAMTSL2",2,"MDD;SZ",4554,5481
"ENSG00000197860","SGTB",3,"ASD;MDD;OCD",4712,6841
"ENSG00000197882","OR7E13P",2,"BD;SZ",2876,3528
"ENSG00000197901","SLC22A6",3,"BD;MDD;SZ",4810,7612
"ENSG00000197905","TEAD4",2,"OCD;SZ",2413,2718
"ENSG00000197928","ZNF677",2,"ASD;MDD",4478,5520
"ENSG00000197934","CYYR1-AS1",2,"BD;MDD",4639,6215
"ENSG00000197943","PLCG2",3,"ADHD;BD;SZ",3672,4644
"ENSG00000197948","FCHSD1",2,"ADHD;MDD",4310,5200
"ENSG00000197956","S100A6",5,"ADHD;BD;MDD;OCD;SZ",5008,10049
"ENSG00000197958","RPL12",2,"ASD;MDD",4478,5520
"ENSG00000197959","DNM3",2,"ADHD;MDD",4310,5200
"ENSG00000197965","MPZL1",2,"ASD;MDD",4478,5520
"ENSG00000197991","",2,"ASD;MDD",4478,5520
"ENSG00000197992","CLEC9A",2,"BD;MDD",4639,6215
"ENSG00000198003","ODAD3",2,"BD;SZ",2876,3528
"ENSG00000198010","DLGAP2",2,"MDD;OCD",4488,5405
"ENSG00000198019","FCGR1BP",2,"MDD;OCD",4488,5405
"ENSG00000198034","RPS4X",2,"MDD;OCD",4488,5405
"ENSG00000198039","ZNF273",2,"ADHD;BD",3014,3247
"ENSG00000198040","ZNF84",2,"ADHD;MDD",4310,5200
"ENSG00000198131","ZNF544",2,"BD;MDD",4639,6215
"ENSG00000198146","ZNF770",2,"BD;MDD",4639,6215
"ENSG00000198156","NPIPB6",3,"BD;MDD;SZ",4810,7612
"ENSG00000198171","DDRGK1",2,"ADHD;MDD",4310,5200
"ENSG00000198176","TFDP1",2,"MDD;SZ",4554,5481
"ENSG00000198223","CSF2RA",2,"BD;SZ",2876,3528
"ENSG00000198258","UBL5",2,"BD;MDD",4639,6215
"ENSG00000198265","HELZ",2,"ASD;MDD",4478,5520
"ENSG00000198270","TMEM116",2,"BD;MDD",4639,6215
"ENSG00000198276","UCKL1",2,"ADHD;MDD",4310,5200
"ENSG00000198286","CARD11",2,"MDD;SZ",4554,5481
"ENSG00000198300","PEG3",2,"MDD;SZ",4554,5481
"ENSG00000198301","SDAD1",2,"MDD;SZ",4554,5481
"ENSG00000198342","ZNF442",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000198355","PIM3",2,"MDD;OCD",4488,5405
"ENSG00000198356","GET3",2,"ADHD;MDD",4310,5200
"ENSG00000198369","SPRED2",2,"BD;MDD",4639,6215
"ENSG00000198373","WWP2",2,"ASD;MDD",4478,5520
"ENSG00000198400","NTRK1",3,"BD;MDD;SZ",4810,7612
"ENSG00000198417","MT1F",3,"ASD;MDD;SZ",4826,6917
"ENSG00000198435","NRARP",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000198467","TPM2",5,"ADHD;BD;MDD;OCD;SZ",5008,10049
"ENSG00000198483","ANKRD35",2,"ADHD;MDD",4310,5200
"ENSG00000198492","YTHDF2",2,"ASD;MDD",4478,5520
"ENSG00000198502","HLA-DRB5",3,"BD;MDD;SZ",4810,7612
"ENSG00000198520","ARMH1",2,"MDD;SZ",4554,5481
"ENSG00000198522","GPN1",2,"ASD;MDD",4478,5520
"ENSG00000198535","C2CD4A",2,"BD;SZ",2876,3528
"ENSG00000198547","C20orf203",2,"BD;MDD",4639,6215
"ENSG00000198554","WDHD1",2,"BD;MDD",4639,6215
"ENSG00000198563","DDX39B",2,"MDD;SZ",4554,5481
"ENSG00000198576","ARC",3,"MDD;OCD;SZ",4809,6802
"ENSG00000198590","APRG1",2,"MDD;SZ",4554,5481
"ENSG00000198598","MMP17",2,"OCD;SZ",2413,2718
"ENSG00000198624","CCDC69",3,"ASD;BD;SZ",3840,4964
"ENSG00000198646","NCOA6",2,"ADHD;MDD",4310,5200
"ENSG00000198682","PAPSS2",3,"ADHD;BD;OCD",3877,4568
"ENSG00000198690","FAN1",2,"ADHD;MDD",4310,5200
"ENSG00000198720","ANKRD13B",2,"ADHD;MDD",4310,5200
"ENSG00000198728","LDB1",2,"ADHD;MDD",4310,5200
"ENSG00000198742","SMURF1",2,"ADHD;MDD",4310,5200
"ENSG00000198746","GPATCH3",3,"ADHD;BD;MDD",4766,7331
"ENSG00000198754","OXCT2",2,"MDD;SZ",4554,5481
"ENSG00000198755","RPL10A",3,"BD;MDD;OCD",4878,7536
"ENSG00000198771","RCSD1",2,"BD;MDD",4639,6215
"ENSG00000198794","SCAMP5",2,"ASD;MDD",4478,5520
"ENSG00000198815","FOXJ3",2,"ADHD;MDD",4310,5200
"ENSG00000198816","ZNF358",2,"MDD;SZ",4554,5481
"ENSG00000198825","INPP5F",2,"ASD;OCD",2440,2757
"ENSG00000198832","SELENOM",3,"MDD;OCD;SZ",4809,6802
"ENSG00000198835","GJC2",2,"ASD;MDD",4478,5520
"ENSG00000198837","DENND4B",2,"ADHD;MDD",4310,5200
"ENSG00000198842","STYXL2",2,"BD;MDD",4639,6215
"ENSG00000198846","TOX",2,"ADHD;MDD",4310,5200
"ENSG00000198860","TSEN15",2,"ADHD;MDD",4310,5200
"ENSG00000198873","GRK5",2,"MDD;SZ",4554,5481
"ENSG00000198874","TYW1",2,"ASD;MDD",4478,5520
"ENSG00000198879","SFMBT2",3,"ASD;BD;SZ",3840,4964
"ENSG00000198883","PNMA5",2,"ASD;MDD",4478,5520
"ENSG00000198890","PRMT6",2,"ADHD;SZ",2364,2513
"ENSG00000198899","MT-ATP6",2,"MDD;SZ",4554,5481
"ENSG00000198900","TOP1",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000198918","RPL39",2,"MDD;OCD",4488,5405
"ENSG00000198920","KIAA0753",2,"ADHD;MDD",4310,5200
"ENSG00000198929","NOS1AP",2,"ASD;MDD",4478,5520
"ENSG00000198933","TBKBP1",2,"BD;MDD",4639,6215
"ENSG00000198944","SOWAHA",2,"MDD;OCD",4488,5405
"ENSG00000198948","MFAP3L",3,"ADHD;BD;MDD",4766,7331
"ENSG00000198961","PJA2",2,"ASD;MDD",4478,5520
"ENSG00000199237","RNU6-834P",2,"BD;MDD",4639,6215
"ENSG00000199266","SNORA60",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000199311","SNORD115-34",2,"BD;MDD",4639,6215
"ENSG00000199347","RNU5E-1",2,"MDD;OCD",4488,5405
"ENSG00000199568","RNU5A-1",2,"MDD;OCD",4488,5405
"ENSG00000199782","SNORD115-9",2,"BD;MDD",4639,6215
"ENSG00000199785","SNORA52",3,"ADHD;BD;SZ",3672,4644
"ENSG00000199881","",2,"BD;SZ",2876,3528
"ENSG00000199970","SNORD115-3",2,"ADHD;MDD",4310,5200
"ENSG00000199990","VTRNA1-1",2,"ADHD;MDD",4310,5200
"ENSG00000200120","",2,"MDD;SZ",4554,5481
"ENSG00000200156","RNU5B-1",3,"BD;MDD;OCD",4878,7536
"ENSG00000200169","RNU5D-1",2,"MDD;OCD",4488,5405
"ENSG00000200534","SNORA33",2,"ADHD;MDD",4310,5200
"ENSG00000200726","SNORD115-8",2,"BD;MDD",4639,6215
"ENSG00000200795","RNU4-1",2,"ADHD;MDD",4310,5200
"ENSG00000200812","SNORD115-6",2,"BD;MDD",4639,6215
"ENSG00000200816","SNORA38",2,"ADHD;MDD",4310,5200
"ENSG00000200959","SNORA74A",2,"ADHD;MDD",4310,5200
"ENSG00000201098","RNY1",2,"MDD;OCD",4488,5405
"ENSG00000201372","RNU6-1251P",2,"MDD;OCD",4488,5405
"ENSG00000201457","SNORA55",3,"ADHD;BD;MDD",4766,7331
"ENSG00000201943","SNORD115-10",2,"BD;MDD",4639,6215
"ENSG00000201944","",2,"BD;MDD",4639,6215
"ENSG00000202172","RNU6-1327P",2,"BD;SZ",2876,3528
"ENSG00000202222","",2,"BD;MDD",4639,6215
"ENSG00000202354","RNY3",2,"MDD;OCD",4488,5405
"ENSG00000202533","",2,"MDD;SZ",4554,5481
"ENSG00000202538","RNU4-2",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000203666","EFCAB2",2,"ADHD;SZ",2364,2513
"ENSG00000203710","CR1",2,"BD;OCD",3117,3452
"ENSG00000203721","LINC00862",2,"BD;MDD",4639,6215
"ENSG00000203727","SAMD5",2,"MDD;SZ",4554,5481
"ENSG00000203747","FCGR3A",4,"ADHD;BD;MDD;OCD",4957,8652
"ENSG00000203880","PCMTD2",2,"ASD;MDD",4478,5520
"ENSG00000203965","EFCAB7",2,"ASD;MDD",4478,5520
"ENSG00000204060","FOXO6",2,"OCD;SZ",2413,2718
"ENSG00000204065","TCEAL5",3,"ASD;BD;MDD",4878,7651
"ENSG00000204071","TCEAL6",2,"MDD;SZ",4554,5481
"ENSG00000204103","MAFB",4,"ADHD;BD;MDD;OCD",4957,8652
"ENSG00000204104","TRAF3IP1",3,"ASD;MDD;SZ",4826,6917
"ENSG00000204116","CHIC1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000204130","RUFY2",2,"BD;MDD",4639,6215
"ENSG00000204138","PHACTR4",2,"ADHD;MDD",4310,5200
"ENSG00000204160","ZDHHC18",2,"ADHD;SZ",2364,2513
"ENSG00000204175","GPRIN2",3,"BD;MDD;OCD",4878,7536
"ENSG00000204176","SYT15",2,"ASD;MDD",4478,5520
"ENSG00000204186","ZDBF2",2,"ASD;MDD",4478,5520
"ENSG00000204219","TCEA3",2,"ASD;OCD",2440,2757
"ENSG00000204227","RING1",2,"ADHD;MDD",4310,5200
"ENSG00000204228","HSD17B8",3,"ADHD;BD;MDD",4766,7331
"ENSG00000204252","HLA-DOA",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000204256","BRD2",2,"ASD;MDD",4478,5520
"ENSG00000204257","HLA-DMA",2,"MDD;SZ",4554,5481
"ENSG00000204264","PSMB8",3,"ASD;BD;MDD",4878,7651
"ENSG00000204278","TMEM235",2,"MDD;OCD",4488,5405
"ENSG00000204287","HLA-DRA",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000204301","NOTCH4",2,"MDD;SZ",4554,5481
"ENSG00000204366","ZBTB12",2,"BD;MDD",4639,6215
"ENSG00000204388","HSPA1B",2,"BD;OCD",3117,3452
"ENSG00000204396","VWA7",2,"BD;MDD",4639,6215
"ENSG00000204397","CARD16",2,"BD;MDD",4639,6215
"ENSG00000204435","CSNK2B",2,"ADHD;MDD",4310,5200
"ENSG00000204469","PRRC2A",2,"ADHD;MDD",4310,5200
"ENSG00000204482","LST1",2,"ADHD;MDD",4310,5200
"ENSG00000204520","MICA",3,"BD;MDD;SZ",4810,7612
"ENSG00000204524","ZNF805",2,"ADHD;MDD",4310,5200
"ENSG00000204525","HLA-C",2,"MDD;SZ",4554,5481
"ENSG00000204540","PSORS1C1",2,"BD;OCD",3117,3452
"ENSG00000204560","DHX16",2,"BD;MDD",4639,6215
"ENSG00000204568","MRPS18B",2,"ADHD;MDD",4310,5200
"ENSG00000204574","ABCF1",3,"ADHD;BD;MDD",4766,7331
"ENSG00000204576","PRR3",2,"ADHD;MDD",4310,5200
"ENSG00000204580","DDR1",2,"BD;OCD",3117,3452
"ENSG00000204584","TAC4-AS1",2,"BD;SZ",2876,3528
"ENSG00000204590","GNL1",2,"ADHD;OCD",2281,2437
"ENSG00000204592","HLA-E",2,"MDD;SZ",4554,5481
"ENSG00000204603","LINC01257",2,"ASD;MDD",4478,5520
"ENSG00000204604","ZNF468",2,"ASD;SZ",2595,2833
"ENSG00000204634","TBC1D8",2,"BD;MDD",4639,6215
"ENSG00000204642","HLA-F",2,"MDD;SZ",4554,5481
"ENSG00000204653","ASPDH",2,"MDD;SZ",4554,5481
"ENSG00000204681","GABBR1",2,"ADHD;BD",3014,3247
"ENSG00000204713","TRIM27",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000204764","RANBP17",3,"BD;MDD;OCD",4878,7536
"ENSG00000204839","MROH6",2,"BD;MDD",4639,6215
"ENSG00000204851","PNMA8B",2,"ASD;MDD",4478,5520
"ENSG00000204852","TCTN1",2,"BD;MDD",4639,6215
"ENSG00000204856","FAM216A",2,"ASD;MDD",4478,5520
"ENSG00000204866","IGFL2",2,"BD;MDD",4639,6215
"ENSG00000204954","UQCC6",2,"BD;MDD",4639,6215
"ENSG00000204963","PCDHA7",2,"ADHD;MDD",4310,5200
"ENSG00000205038","PKHD1L1",2,"BD;OCD",3117,3452
"ENSG00000205045","SLFN12L",2,"BD;MDD",4639,6215
"ENSG00000205089","CCNI2",2,"MDD;OCD",4488,5405
"ENSG00000205189","ZBTB10",2,"ASD;MDD",4478,5520
"ENSG00000205208","C4orf46",2,"BD;MDD",4639,6215
"ENSG00000205213","LGR4",2,"ASD;MDD",4478,5520
"ENSG00000205279","CTXN3",4,"ASD;BD;MDD;OCD",4983,8972
"ENSG00000205352","PRR13",3,"BD;MDD;OCD",4878,7536
"ENSG00000205356","TECPR1",2,"MDD;SZ",4554,5481
"ENSG00000205363","INSYN1",2,"MDD;OCD",4488,5405
"ENSG00000205364","MT1M",4,"ADHD;BD;MDD;SZ",4907,8728
"ENSG00000205403","CFI",3,"BD;MDD;OCD",4878,7536
"ENSG00000205476","CCDC85C",3,"ASD;MDD;OCD",4712,6841
"ENSG00000205531","NAP1L4",2,"BD;MDD",4639,6215
"ENSG00000205534","SMG1P2",2,"BD;MDD",4639,6215
"ENSG00000205571","SMN2",2,"MDD;OCD",4488,5405
"ENSG00000205581","HMGN1",2,"ASD;BD",3243,3567
"ENSG00000205592","MUC19",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000205593","DENND6B",2,"BD;MDD",4639,6215
"ENSG00000205609","EIF3CL",3,"BD;MDD;SZ",4810,7612
"ENSG00000205730","ITPRIPL2",2,"ASD;BD",3243,3567
"ENSG00000205744","DENND1C",2,"ADHD;MDD",4310,5200
"ENSG00000205765","RIMOC1",2,"BD;MDD",4639,6215
"ENSG00000205791","LOH12CR2",2,"BD;MDD",4639,6215
"ENSG00000205853","RFPL3S",2,"BD;MDD",4639,6215
"ENSG00000205903","ZNF316",2,"ADHD;MDD",4310,5200
"ENSG00000205930","EPCIP-AS1",2,"ADHD;MDD",4310,5200
"ENSG00000205981","DNAJC19",2,"ADHD;MDD",4310,5200
"ENSG00000206052","DOK6",2,"MDD;OCD",4488,5405
"ENSG00000206172","HBA1",3,"MDD;OCD;SZ",4809,6802
"ENSG00000206192","ANKRD20A9P",2,"ADHD;SZ",2364,2513
"ENSG00000206337","HCP5",2,"ADHD;BD",3014,3247
"ENSG00000206344","HCG27",2,"ADHD;MDD",4310,5200
"ENSG00000206503","HLA-A",2,"MDD;SZ",4554,5481
"ENSG00000206527","HACD2",2,"MDD;OCD",4488,5405
"ENSG00000206559","ZCWPW2",2,"BD;MDD",4639,6215
"ENSG00000206560","ANKRD28",2,"MDD;OCD",4488,5405
"ENSG00000206562","METTL6",2,"ADHD;OCD",2281,2437
"ENSG00000206573","THUMPD3-AS1",3,"ADHD;BD;MDD",4766,7331
"ENSG00000206621","SNORD116-14",2,"BD;MDD",4639,6215
"ENSG00000206688","SNORD116-18",2,"ADHD;MDD",4310,5200
"ENSG00000206848","RNU6-890P",2,"MDD;SZ",4554,5481
"ENSG00000207008","SNORA54",2,"MDD;OCD",4488,5405
"ENSG00000207063","SNORD116-1",2,"BD;MDD",4639,6215
"ENSG00000207093","SNORD116-8",2,"MDD;OCD",4488,5405
"ENSG00000207174","SNORD116-15",2,"MDD;OCD",4488,5405
"ENSG00000207263","SNORD116-16",2,"BD;OCD",3117,3452
"ENSG00000207370","",2,"MDD;SZ",4554,5481
"ENSG00000207375","SNORD116-23",2,"MDD;OCD",4488,5405
"ENSG00000207428","RNU6-95P",2,"BD;MDD",4639,6215
"ENSG00000207445","SNORD15B",2,"MDD;OCD",4488,5405
"ENSG00000207475","SNORA80E",2,"ADHD;MDD",4310,5200
"ENSG00000207721","MIR186",2,"BD;MDD",4639,6215
"ENSG00000207741","MIR590",2,"BD;MDD",4639,6215
"ENSG00000207863","MIR125B2",2,"ADHD;MDD",4310,5200
"ENSG00000208032","MIR548A3",2,"BD;MDD",4639,6215
"ENSG00000208772","SNORD94",3,"BD;MDD;OCD",4878,7536
"ENSG00000210100","MT-TI",2,"MDD;SZ",4554,5481
"ENSG00000210176","MT-TH",2,"MDD;SZ",4554,5481
"ENSG00000210825","SNORA40",2,"MDD;SZ",4554,5481
"ENSG00000211445","GPX3",2,"BD;SZ",2876,3528
"ENSG00000211448","DIO2",2,"BD;OCD",3117,3452
"ENSG00000211455","STK38L",2,"ASD;MDD",4478,5520
"ENSG00000211460","TSN",2,"ASD;MDD",4478,5520
"ENSG00000211592","IGKC",4,"ADHD;BD;MDD;SZ",4907,8728
"ENSG00000211751","TRBC1",3,"BD;MDD;SZ",4810,7612
"ENSG00000211896","IGHG1",2,"BD;MDD",4639,6215
"ENSG00000212306","",2,"BD;SZ",2876,3528
"ENSG00000212370","RNU6-482P",2,"MDD;SZ",4554,5481
"ENSG00000212371","",2,"MDD;SZ",4554,5481
"ENSG00000212384","SNORD113-2",2,"BD;MDD",4639,6215
"ENSG00000212588","SNORA26",2,"BD;MDD",4639,6215
"ENSG00000212607","SNORA3B",2,"MDD;OCD",4488,5405
"ENSG00000212789","ST13P5",2,"ASD;MDD",4478,5520
"ENSG00000213015","ZNF580",2,"MDD;SZ",4554,5481
"ENSG00000213023","SYT3",2,"ASD;MDD",4478,5520
"ENSG00000213024","NUP62",2,"BD;MDD",4639,6215
"ENSG00000213073","CHP1P2",2,"BD;SZ",2876,3528
"ENSG00000213077",NA,2,"MDD;SZ",4554,5481
"ENSG00000213090","SCYL2P1",2,"BD;MDD",4639,6215
"ENSG00000213131","YWHAZP4",2,"BD;MDD",4639,6215
"ENSG00000213144","",4,"ASD;BD;MDD;SZ",4972,9048
"ENSG00000213145","CRIP1",3,"ADHD;BD;SZ",3672,4644
"ENSG00000213190","MLLT11",2,"MDD;OCD",4488,5405
"ENSG00000213203","GIMAP1",2,"BD;MDD",4639,6215
"ENSG00000213337","ANKRD39",2,"ASD;MDD",4478,5520
"ENSG00000213397","HAUS7",2,"MDD;SZ",4554,5481
"ENSG00000213402","PTPRCAP",2,"MDD;SZ",4554,5481
"ENSG00000213424","KRT222",2,"ASD;MDD",4478,5520
"ENSG00000213453","FTH1P3",2,"MDD;SZ",4554,5481
"ENSG00000213523","SRA1",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000213551","DNAJC9",2,"BD;MDD",4639,6215
"ENSG00000213626","LBH",3,"BD;MDD;SZ",4810,7612
"ENSG00000213654","GPSM3",2,"ADHD;BD",3014,3247
"ENSG00000213719","CLIC1",4,"ASD;BD;MDD;SZ",4972,9048
"ENSG00000213722","DDAH2",3,"ASD;MDD;OCD",4712,6841
"ENSG00000213742","ZNF337-AS1",3,"BD;MDD;SZ",4810,7612
"ENSG00000213928","IRF9",3,"ASD;MDD;SZ",4826,6917
"ENSG00000213963","",2,"ADHD;MDD",4310,5200
"ENSG00000213983","AP1G2",2,"ADHD;MDD",4310,5200
"ENSG00000214026","MRPL23",2,"MDD;SZ",4554,5481
"ENSG00000214027","ARPC3P5",2,"MDD;OCD",4488,5405
"ENSG00000214050","FBXO16",2,"BD;MDD",4639,6215
"ENSG00000214174","AMZ2P1",2,"ASD;MDD",4478,5520
"ENSG00000214176","PLEKHM1P1",2,"ASD;MDD",4478,5520
"ENSG00000214189","ZNF788P",3,"BD;MDD;SZ",4810,7612
"ENSG00000214194","SMIM30",2,"ASD;MDD",4478,5520
"ENSG00000214223","HNRNPA1P10",2,"BD;MDD",4639,6215
"ENSG00000214226","C17orf67",3,"ASD;BD;MDD",4878,7651
"ENSG00000214244","SETP21",2,"ASD;MDD",4478,5520
"ENSG00000214253","FIS1",2,"ASD;MDD",4478,5520
"ENSG00000214293","APTR",2,"BD;MDD",4639,6215
"ENSG00000214402","LCNL1",2,"MDD;SZ",4554,5481
"ENSG00000214456","PLIN5",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000214530","STARD10",2,"BD;MDD",4639,6215
"ENSG00000214548","MEG3",2,"MDD;SZ",4554,5481
"ENSG00000214595","EML6",2,"ASD;MDD",4478,5520
"ENSG00000214706","IFRD2",2,"ASD;MDD",4478,5520
"ENSG00000214866","DCDC2C",2,"BD;MDD",4639,6215
"ENSG00000214903","RPS15AP3",2,"MDD;SZ",4554,5481
"ENSG00000214922","HLA-F-AS1",2,"BD;MDD",4639,6215
"ENSG00000215018","COL28A1",2,"MDD;SZ",4554,5481
"ENSG00000215039","CD27-AS1",2,"BD;MDD",4639,6215
"ENSG00000215193","PEX26",2,"BD;MDD",4639,6215
"ENSG00000215217","CFAP90",2,"MDD;OCD",4488,5405
"ENSG00000215218","UBE2QL1",2,"ASD;MDD",4478,5520
"ENSG00000215237","",2,"BD;MDD",4639,6215
"ENSG00000215301","DDX3X",2,"BD;MDD",4639,6215
"ENSG00000215424","MCM3AP-AS1",2,"ADHD;BD",3014,3247
"ENSG00000215452","ZNF663P",2,"BD;MDD",4639,6215
"ENSG00000215717","TMEM167B",3,"ASD;BD;MDD",4878,7651
"ENSG00000215788","TNFRSF25",2,"BD;MDD",4639,6215
"ENSG00000215802","RFKP1",2,"MDD;SZ",4554,5481
"ENSG00000217094","PPIAP31",2,"BD;MDD",4639,6215
"ENSG00000217648","PARLP2",2,"BD;MDD",4639,6215
"ENSG00000217783","LDHAL6FP",2,"MDD;SZ",4554,5481
"ENSG00000217801","PTPN11BP",3,"ASD;BD;MDD",4878,7651
"ENSG00000218336","TENM3",2,"ASD;OCD",2440,2757
"ENSG00000218891","ZNF579",2,"ASD;MDD",4478,5520
"ENSG00000219200","RNASEK",2,"BD;MDD",4639,6215
"ENSG00000219430","MBL3P",2,"BD;SZ",2876,3528
"ENSG00000219435","CATSPERZ",2,"BD;SZ",2876,3528
"ENSG00000219665","ZNF433-AS1",2,"BD;MDD",4639,6215
"ENSG00000219669","BECN1P2",2,"MDD;OCD",4488,5405
"ENSG00000219928","",2,"BD;MDD",4639,6215
"ENSG00000220008","LINGO3",2,"MDD;OCD",4488,5405
"ENSG00000220205","VAMP2",2,"ADHD;MDD",4310,5200
"ENSG00000220378","KRT8P42",2,"MDD;SZ",4554,5481
"ENSG00000221025","MIR1250",2,"BD;MDD",4639,6215
"ENSG00000221028","MIR1231",2,"BD;MDD",4639,6215
"ENSG00000221643","SNORA77",2,"BD;MDD",4639,6215
"ENSG00000221676","RNU6ATAC",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000221821","PEX39",2,"ASD;MDD",4478,5520
"ENSG00000221843","SPATA31H1",2,"BD;MDD",4639,6215
"ENSG00000221869","CEBPD",3,"BD;OCD;SZ",3682,4849
"ENSG00000221882","OR3A2",2,"ADHD;MDD",4310,5200
"ENSG00000221926","TRIM16",2,"BD;MDD",4639,6215
"ENSG00000221946","FXYD7",2,"BD;MDD",4639,6215
"ENSG00000221947","XKR9",2,"MDD;SZ",4554,5481
"ENSG00000221963","APOL6",3,"ASD;BD;SZ",3840,4964
"ENSG00000221968","FADS3",2,"ASD;BD",3243,3567
"ENSG00000222009","BTBD19",2,"BD;MDD",4639,6215
"ENSG00000222014","RAB6C",2,"MDD;SZ",4554,5481
"ENSG00000223039","RN7SKP268",2,"BD;MDD",4639,6215
"ENSG00000223224","SNORD71",2,"BD;MDD",4639,6215
"ENSG00000223269","RN7SKP53",2,"MDD;SZ",4554,5481
"ENSG00000223284","RNU6-195P",3,"BD;MDD;SZ",4810,7612
"ENSG00000223414",NA,3,"BD;MDD;SZ",4810,7612
"ENSG00000223513","ATP6V0E1P2",2,"BD;SZ",2876,3528
"ENSG00000223548","ACSL6-AS1",2,"MDD;SZ",4554,5481
"ENSG00000223584","TVP23CP1",2,"ASD;BD",3243,3567
"ENSG00000223634","",2,"BD;MDD",4639,6215
"ENSG00000223669","NTSR1-AS1",3,"BD;MDD;SZ",4810,7612
"ENSG00000223865","HLA-DPB1",3,"BD;MDD;SZ",4810,7612
"ENSG00000223942","",2,"BD;MDD",4639,6215
"ENSG00000223960","CHROMR",2,"BD;MDD",4639,6215
"ENSG00000224003","YES1P1",2,"BD;MDD",4639,6215
"ENSG00000224032","EPB41L4A-AS1",2,"ADHD;MDD",4310,5200
"ENSG00000224223","VSTM2A-OT1",2,"BD;MDD",4639,6215
"ENSG00000224243","SOX1-OT",2,"MDD;SZ",4554,5481
"ENSG00000224389","C4B",3,"ASD;MDD;OCD",4712,6841
"ENSG00000224411","HSP90AA2P",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000224546","EIF4BP3",3,"BD;MDD;SZ",4810,7612
"ENSG00000224680","PLA2G12AP1",2,"ADHD;MDD",4310,5200
"ENSG00000224796","RPL32P1",2,"BD;SZ",2876,3528
"ENSG00000224819",NA,2,"ASD;MDD",4478,5520
"ENSG00000224822","THRB-IT1",2,"BD;MDD",4639,6215
"ENSG00000224837","GCSHP5",2,"BD;MDD",4639,6215
"ENSG00000224905","",3,"BD;MDD;SZ",4810,7612
"ENSG00000224911",NA,3,"BD;MDD;SZ",4810,7612
"ENSG00000224934","GOT1-DT",2,"BD;MDD",4639,6215
"ENSG00000224982","TMEM233",2,"ASD;BD",3243,3567
"ENSG00000225032","",2,"ADHD;MDD",4310,5200
"ENSG00000225140","DIP2C-AS2",2,"MDD;SZ",4554,5481
"ENSG00000225192","ZNF33BP1",2,"BD;MDD",4639,6215
"ENSG00000225193","RPS12P26",2,"BD;SZ",2876,3528
"ENSG00000225194","LINC00092",3,"BD;MDD;SZ",4810,7612
"ENSG00000225217","HSPA7",3,"BD;OCD;SZ",3682,4849
"ENSG00000225231","LINC02470",2,"MDD;OCD",4488,5405
"ENSG00000225292","LINC02935",2,"BD;MDD",4639,6215
"ENSG00000225361","PPP1R26-AS1",2,"ASD;MDD",4478,5520
"ENSG00000225451","",2,"BD;MDD",4639,6215
"ENSG00000225472","NFIB-AS1",2,"BD;MDD",4639,6215
"ENSG00000225479","PLCB1-IT1",2,"BD;MDD",4639,6215
"ENSG00000225526","MKRN2OS",2,"BD;MDD",4639,6215
"ENSG00000225554",NA,2,"BD;MDD",4639,6215
"ENSG00000225614","ZNF469",2,"ASD;MDD",4478,5520
"ENSG00000225779","",2,"MDD;SZ",4554,5481
"ENSG00000225849","MKRN7P",2,"BD;MDD",4639,6215
"ENSG00000225953","SATB2-AS1",2,"ADHD;MDD",4310,5200
"ENSG00000225978","HAR1A",2,"ASD;MDD",4478,5520
"ENSG00000226029","LINC01772",2,"MDD;SZ",4554,5481
